fund_id,date,nav
FND019,2025-12-12,1.274
FND004,2026-06-22,2.3215
FND015,2026-01-07,1.0227
FND018,2026-04-10,1.4116
FND007,2025-08-27,1.1006
FND020,2025-11-27,1.904
FND004,2025-11-03,2.142
FND020,2026-05-08,1.6327
FND005,2026-01-26,1.0423
FND011,2026-05-08,1.0058
FND001,2025-10-03,1.5142
FND005,2025-08-29,1.0045
FND020,2026-01-05,1.9996
FND010,2025-09-01,1.8848
FND005,2026-03-30,1.0518
FND014,2025-10-03,0.9511
FND006,2025-12-02,0.8286
FND003,2026-03-19,1.157
FND006,2025-11-19,0.8429
FND004,2025-12-31,2.0804
FND016,2026-01-21,1.2809
FND005,2025-09-03,1.0063
FND002,2025-07-17,1.1929
FND008,2025-11-12,3.7856
FND003,19 May 2026,1.1523
FND006,2026-02-10,0.7931
FND020,2025-09-18,1.7727
FND005,2025-11-24,1.043
FND006,2026/02/03,0.8084
FND004,2025-09-03,1.0719
FND016,30/10/2025,1.4027
FND001,2025-12-03,1.4712
FND005,2026-02-11,1.024
FND019,2025-12-23,-
FND012,2026-01-22,2.1644
FND018,23 Sep 2025,1.3698
FND004,2026-01-14,1.9169
FND015,2026-03-16,0.9596
FND020,2026-05-21,1.5792
FND007,2025-08-29,1.0953
FND002,2025-07-08,1.2034
FND020,2025-10-27,1.9257
FND013,2025-10-29,1.3754
FND004,2025-11-26,2.1864
FND010,2026-01-21,1.9424
FND006,2025-11-27,0.8525
FND012,2026-06-02,2.335
FND010,2026-03-24,1.9702
FND004,2026-04-14,2.4213
FND012,2026-03-16,2.1351
FND003,2026-03-13,1.1545
FND005,2025-12-17,1.0504
FND011,2026-06-30,0.989
FND018,2026-03-27,1.3734
FND004,2026-03-10,2.3309
FND016,2026-04-14,1.2948
FND019,2025-12-03,1.2291
FND018,2025-08-27,1.3484
FND020,2025-10-24,1.9375
FND001,2025-09-29,1.4716
FND001,2025-07-10,1.3679
FND014,2026-01-21,0.8134
FND004,2026-06-19,2.2732
FND010,2026-05-15,2.1935
FND011,2026-01-21,0.992
FND008,2025-12-12,4.1277
FND018,2025-12-29,1.3452
FND014,2026-06-30,0.7632
FND018,2026-01-28,1.3734
FND017,06/02/2026,1.3255
FND020,2026-03-30,1.8781
FND006,2025-10-17,0.8833
FND019,2026-05-01,1.3288
FND012,2025-12-16,2.2481
FND007,2026-05-05,1.0809
FND020,2026-06-18,1.513
FND011,2026-06-11,0.997
FND008,2025-10-27,3.3645
FND001,2025-07-31,1.2757
 FND018,2026-01-26,1.3633
FND014,2026-03-12,0.8496
FND004,29/05/2026,2.089
FND016,2025-10-28,1.3865
FND002,2025-07-31,1.1851
FND009,2026-05-25,1.2262
FND002,2025-10-27,1.2588
FND019,2026-05-20,1.3486
FND017,2026-02-27,1.3032
FND018,2025-07-14,2.7978
FND003,2026-01-28,1.1773
FND010,2026-03-03,1.9011
FND004,2025-10-30,2.1599
FND007,2025-07-03,1.1224
FND013,2025-12-29,1.4038
FND020,2026-01-30,2.1083
FND020,2026-06-23,1.5398
FND002,2025-08-13,1.1891
FND009,2026-05-08,1.2163
FND010,2026-06-12,0.643
FND020,2025-10-07,1.7981
FND005,2026-06-10,1.078
FND016,2026-03-09,1.3232
FND006,2026-06-29,0.7966
FND006,2026-05-21,0.7457
FND001,2025-12-16,1.4719
FND001,2025-10-20,1.4173
FND015,2025-09-24,1.012
FND011,2025-11-10,1.0457
FND010,2025-08-04,1.6366
FND007,2026-03-31,1.1134
FND006,2025-07-22,0.8367
fnd008,2025-10-10,3.4159
FND003,2025-12-23,1.169
FND001,2026-03-06,1.6421
FND018,02 Jan 2026,1.3483
FND015,2026-06-22,0.951
fnd020,2025-09-24,1.767
FND017,2026-06-04,1.3579
FND004,2026-01-26,2.0704
FND010,2025-08-29,1.9013
FND007,2026-01-26,1.084
FND005,2026-06-26,1.0725
FND009,2025-12-16,1.1565
FND015,2026-03-04,0.9699
FND009,2025-07-11,1.0974
FND003,2025-08-12,1.101
FND002,2026-01-09,1.3127
FND017,2025-11-11,1.1657
FND017,29/09/2025,1.2341
FND006,2025-09-22,0.8491
FND012,2026-05-21,2.3153
FND016,2026-06-23,1.325
FND003,2025-12-17,1.1597
FND001,2025-11-03,1.343
FND020,2025-09-02,1.8337
FND004,2025-12-17,2.1431
FND013,2026-04-29,1.3298
FND017,2025-12-11,1.2453
FND011,2025-10-27,1.0464
FND001,2026-02-26,1.5481
FND004,2025-11-21,2.1789
FND016,2025-09-29,1.3971
FND002,2026-06-02,1.2899
FND012,2026-03-03,2.262
FND003,2025-08-21,1.104
FND007,2025-09-03,1.0838
FND009,08-12-2025,1.1021
FND011,2026-06-10,0.9989
FND020,2025-08-21,1.8624
FND007,2025-12-17,1.0654
FND020,2026-02-24,1.8434
FND016,2026-06-22,1.324
FND015,2025-11-17,1.0245
FND017,2026-02-04,1.3064
FND014,2026-01-16,0.8271
FND003,2025-07-01,1.0479
FND004,2025-07-11,2.066
FND011,2025-10-16,1.0574
FND005,2026-01-09,1.0341
FND008,07 Aug 2025,3.1103
FND001,2026-01-12,1.6671
FND003,2025-11-17,1.1398
FND003,2026-01-05,1.1704
FND017,2026-01-26,1.3074
FND015,2026-04-17,0.9433
FND006,2026-02-11,0.795
FND011,2026-04-02,0.9743
FND010,2026-06-12,2.1433
FND010,2026-03-26,N/A
FND011,2026-03-27,0.9806
FND012,24/03/2026,2.1485
FND003,2025-09-03,1.1159
FND004,08/06/2026,2.0964
FND010,2026-06-09,2.1613
FND013,2026-04-09,1.3497
FND015,2026-05-08,0.9444
FND010,2026-02-19,1.9822
FND018,2026-06-29,1.4548
FND014,2026-05-21,0.7632
FND002,2025-08-29,1.1864
FND004,2026-06-09,-
FND012,2026-03-26,2.1721
FND003,2025-11-27,1.1473
FND007,2026-05-08,1.076
FND013,2025-12-22,1.3935
 FND009,13/01/2026,1.163
FND005,2026-05-27,null
FND013,2026-01-16,1.4148
FND012,2025-08-19,2.388
FND010,2026/06/29,2.3465
FND018,2025-07-02,1.4228
FND004,2025-07-18,2.2053
FND013,2026-01-30,1.4118
FND012,2025-08-29,2.5222
FND009,2025-09-12,1.1084
FND003,2026/06/04,1.1516
FND001,2025-07-14,1.3702
FND018,2026-03-17,1.4111
FND010,2025-11-10,2.0628
FND002,2025-07-04,1.2044
FND002,2025-11-19,1.2411
FND006,2026-04-08,0.7685
FND012,2026-04-28,2.1392
FND010,2025-12-15,1.9292
FND015,2026-02-26,0.9692
FND001,19/08/2025,1.4123
FND014,2025-07-22,0.6926
FND013,2026-02-16,1.3285
FND008,2025-11-04,3.5198
FND010,2025-12-19,1.9139
FND010,2026-06-15,2.1799
FND012,2026-06-29,2.079
FND019,2025-07-08,1.2713
FND007,2025-11-18,1.0297
FND005,2025-09-30,1.0089
FND012,2026-01-02,2.1633
FND015,2025-11-24,1.0355
FND002,2025-09-12,1.1958
FND003,2026-05-25,1.1487
FND001,2026-05-29,1.5148
FND003,2025-10-02,-
FND008,2026-05-28,3.8388
FND002,2025-11-07,1.2669
FND004,2025-10-29,2.1775
FND013,2026-01-26,1.3958
FND011,2025-08-19,1.0325
FND017,2025-12-19,1.2694
FND010,2025-07-10,1.6158
FND020,2026-02-19,1.8329
FND017,2025/11/10,1.1654
FND009,2026-05-06,1.2197
FND006,2026-05-14,0.7465
FND07,2025-10-16,1.0585
FND003,2026-05-18,1.1575
FND013,2026-02-24,1.3603
FND009,2026-05-01,1.2166
FND020,2025-11-07,2.0548
FND011,2026-01-19,0.989
FND019,14 Nov 2025,1.2403
FND007,2025-11-13,1.0223
FND013,2025-07-01,1.3043
FND020,2025-08-07,1.9705
FND012,2025-09-16,2.4973
FND006,2025-07-29,0.8197
FND009,26 Nov 2025,1.1487
FND009,2025-08-06,1.1104
FND011,2025-12-08,1.0174
FND015,2025-07-24,1.0002
FND019,2025-12-08,1.2548
FND014,2025-09-30,0.9256
FND018,2026-02-03,1.3469
FND013,2025-10-15,1.3551
FND020,2025-11-13,2.0735
FND009,2026-04-03,1.1994
FND007,2025-12-05,1.0462
FND009,2025-10-03,1.1121
FND013,2025-11-13,1.3462
FND017,2026-01-09,1.2873
FND019,2026-05-05,1.3112
FND017,2026-03-11,1.299
FND014,2025-08-21,0.7867
FND017,2025-12-04,1.2033
FND007,2025-10-08,1.062
FND017,2025-09-22,1.1969
FND011,2026-03-02,0.9735
FND013,2025-10-21,1.362
FND004,2026-01-30,2.0611
FND002,2026-01-06,1.3024
FND019,2026-01-26,1.3023
FND008,2025-09-24,3.1163
FND009,2026-03-31,1.182
FND005,2025-08-05,0.9931
FND001,2025-12-22,1.543
FND005,2025-12-23,1.0433
FND015,2026-01-26,1.0112
FND020,2026-04-27,1.5492
FND009,2026-01-14,1.1595
FND001,2025-10-13,1.5076
FND007,2025-07-28,1.1113
FND016,2025-09-23,null
FND017,2025-12-01,1.1858
FND011,2025-08-14,1.0313
FND013,2025-09-01,1.3702
FND012,2026-02-24,2.3228
FND004,2025-10-01,2.125
FND014,2025/10/29,0.9342
FND011,2025-07-18,1.0311
FND001,2026-05-19,1.5102
FND017,2025-11-28,1.1829
FND008,2025-08-27,3.0591
FND006,2025-09-11,0.863
FND001,2026-04-06,1.661
FND005,2025-10-07,1.012
FND020,2026-01-29,2.1247
FND004,2026-05-08,2.292
FND020,2025-08-22,1.8286
FND020,2025-09-26,RM 1.7468
FND018,2025-11-11,1.3363
FND015,2025-10-20,1.021
FND012,2026-03-12,2.1575
FND009,2025-12-08,1.1565
FND019,2025-11-26,1.2509
FND020,2026-03-13,1.9574
FND001,2026-03-06,1.6421
FND013,2025-08-15,1.3665
FND005,2025-11-10,1.0463
FND007,2026-02-04,1.0892
FND013,2026-03-23,1.3522
FND008,2026-06-04,3.9912
FND013,2025-12-25,RM 1.403
FND008,2026-06-22,4.2657
FND015,2025-10-01,1.0185
FND012,2025-07-01,2.5255
FND005,2025-07-28,0.9934
FND016,2025-08-22,1.3288
FND011,11/05/2026,1.0057
FND016,2025-07-15,1.4241
FND017,2026-02-26,1.3114
fnd019,2026-01-20,1.2724
FND005,2025-12-22,1.0472
fnd007,2026-06-24,1.0897
FND018,2025-10-07,1.3752
FND001,2025-07-02,1.4183
FND016,2025-12-11,1.342
FND003,2026-04-09,1.1652
FND006,2026-01-06,0.7889
FND002,2025-09-25,1.229
FND013,2025-10-28,1.3744
FND002,2025-12-18,1.3428
FND012,2026-03-09,2.1473
FND008,2026-06-05,4.1029
FND016,2025-11-20,1.3784
FND003,2026-04-20,1.1485
FND012,2025-07-31,2.5437
FND013,2025-08-08,1.3798
FND005,2025-07-15,1.0059
FND016,2026-05-20,1.3333
FND008,2026-01-07,-
FND013,2026-03-27,RM 1.3614
FND002,2025-07-28,1.1829
FND008,2025-10-28,3.3862
FND017,2025-07-17,RM 1.2207
FND005,2025-10-16,1.0291
FND016,2026-06-15,1.3266
FND007,2026-04-06,1.1105
FND015,2026-01-21,1.0089
FND016,2025-08-28,1.3515
FND009,2026-01-05,1.1604
FND011,2026-01-05,0.9992
FND020,2025-11-03,1.9706
FND006,2025-07-21,0.8361
FND001,2025-08-27,1.4414
FND012,2026-04-01,3.1295
FND019,2026-04-10,1.3001
FND017,2025-10-01,1.2472
FND020,09 Oct 2025,1.8174
FND016,2025-07-28,1.398
FND010,2025-11-17,2.0742
FND002,2025-11-04,1.247
FND001,2026-02-09,1.5858
FND007,2026-03-16,1.1107
FND005,2025-08-15,1.0026
FND003,2026-03-06,1.1533
FND014,2026-06-23,0.7132
FND019,2025-07-29,1.2298
FND013,2026-01-23,1.4083
FND001,2026-05-15,1.5399
FND007,2025-11-28,1.0354
FND016,2026-03-06,1.325
FND014,2025-12-10,0.8798
FND013,2026-03-03,1.356
FND007,2026-03-09,1.1019
FND015,2025-08-12,1.0125
FND005,2025-11-05,1.038
FND007,2026-02-05,1.0912
FND010,2026-05-26,2.1411
FND002,2025-09-02,1.1811
FND011,2025-07-30,1.0353
FND020,2026-02-03,2.0877
fnd015,2025-09-16,1.0104
FND007,2026-04-29,1.0913
FND002,2025-12-22,1.3333
FND018,2026-05-28,1.4092
FND015,2026-01-09,1.0208
FND016,2026-03-18,1.3498
FND003,2025/08/25,
FND003,2026-04-06,1.1654
FND006,2025-08-22,0.8268
FND013,2025-08-14,1.3786
FND002,2026-03-20,1.3252
FND019,2025-12-10,1.2723
FND002,2026-06-23,1.2065
FND004,2025-11-24,2.1806
FND020,2025-10-31,1.9678
FND010,05 Sep 2025,1.8733
FND008,2025-11-21,3.8889
FND019,2026-04-07,1.2774
FND003,2026-01-07,1.1696
FND014,2026-03-25,0.7993
FND002,2025-12-08,1.3326
FND019,2026-05-28,1.3167
FND002,2026-05-01,1.2984
FND018,2025-11-17,1.3631
FND015,2026-01-02,1.0226
FND012,2026-05-20,2.3572
FND007,2025-11-05,1.0412
FND008,2026-02-25,3.4847
FND015,2025-12-23,1.0174
FND008,2026-06-24,4.2046
FND013,2026-05-01,1.3075
FND008,2026-06-16,4.2997
FND016,2026-03-12,1.3276
FND014,2025-10-22,0.9779
FND011,2025-11-03,1.0533
FND004,2025-08-21,2.1728
FND013,2025-11-27,1.3514
FND014,2026-03-13,0.8474
FND020,2026-05-26,1.5646
FND004,2025-10-22,RM 2.1558
FND020,2025-07-04,1.9597
FND007,2026-04-23,1.0927
FND001,2025-07-08,1.3753
FND012,2025-11-03,2.3868
FND014,2025-07-08,0.7166
FND008,2026-05-27,RM 3.8856
FND019,2026-06-25,1.3434
FND003,2026-04-30,1.1511
FND008,2025-12-30,3.9037
FND018,2025-11-05,1.3699
FND013,2025-11-07,1.3641
FND013,2025-08-29,1.3717
FND001,2026-05-13,1.4839
FND016,2026-01-07,1.277
FND014,2026-02-16,0.8054
FND017,2026-03-25,1.2797
FND009,2025-09-29,1.1081
FND017,2025-07-22,1.2255
FND001,2026-01-15,1.657
FND001,2025-07-28,1.2758
FND010,2025-08-12,1.6969
FND005,2025/09/25,1.0115
FND005,2026-05-26,1.0722
FND012,2025-08-20,2.3507
FND004,16 Apr 2026,2.4116
FND006,2026-05-12,0.7477
FND017,2025-07-21,1.2245
FND003,2026-01-01,1.1704
FND007,2025-11-25,1.0308
FND005,2025-08-13,0.9974
FND003,2026-02-16,1.1695
FND020,2025-08-27,1.8415
FND004,2026-01-28,2.102
FND003,2025-07-07,1.0559
FND016,2026-02-16,1.3199
FND004,2025-09-15,2.1795
FND002,16/03/2026,1.3167
FND016,2025-11-04,1.3867
FND017,2025-12-31,1.2552
FND018,2025-09-04,1.3487
FND019,2025/09/19,1.2349
FND006,2025-10-01,0.8659
FND008,2026-01-08,null
FND008,2025-07-21,3.2272
FND004,2025/12/29,2.0942
FND004,2026-06-25,2.3522
FND011,2026-04-24,0.2986
FND011,2025-11-21,1.0353
 FND008,2025-07-08,3.2076
FND002,2026-03-11,1.3366
FND006,2025-07-16,0.8395
FND005,2026-04-16,1.0663
FND004,2026-01-15,1.9507
FND016,2026-06-17,1.3273
FND014,2025-09-18,0.9271
FND015,2026-05-18,0.9434
FND001,03-30-2026,1.6981
FND04,2026-03-03,2.4102
FND015,2025-10-07,1.0137
FND002,2026-01-30,1.3013
FND017,2025-10-07,1.2445
FND004,2025-09-12,2.164
FND019,2025-09-02,1.2332
FND015,2026-02-25,0.9749
FND010,2025-11-26,2.0089
FND002,2025-10-10,1.2487
FND017,2025-07-24,1.2424
FND006,2026-04-30,0.7514
FND001,2026-03-20,1.6867
FND002,2025-10-06,1.2494
FND008,2025-07-01,3.2906
FND009,2025-07-21,1.0948
FND018,2025-11-21,1.3533
FND004,2025-09-18,2.0749
FND017,2026-02-25,1.3126
FND006,2026-02-12,0.7861
FND012,2026-02-03,2.2136
FND002,2026-03-31,1.3327
FND018,2025-11-19,1.3744
FND013,2026-02-03,1.3921
FND019,2026-01-01,1.2797
FND012,2026-02-16,2.2948
FND005,2025-11-19,1.0399
FND019,2026-01-08,1.2788
FND019,2026-04-24,1.3232
FND020,2026-02-23,1.8423
FND010,2026-05-28,2.1289
FND012,2026-03-19,2.12
FND007,2025-07-18,1.1075
FND007,2026-06-17,1.0878
FND005,2026-02-03,1.0253
FND012,2026-01-21,2.1614
FND004,2026-05-07,2.3238
FND001,2025-12-17,1.4846
FND011,2026-06-12,0.9954
FND018,2025-12-22,1.3624
FND004,2026-01-19,1.9451
FND008,2025-07-07,3.2014
FND003,2026-03-12,1.1535
FND018,2025-11-04,1.3799
FND009,2026-04-02,1.2002
FND 001,2025-07-03,1.3725
FND017,2026-02-17,1.3026
FND013,2025-09-22,1.4166
FND007,2025-08-28,1.1017
FND017,2026-02-12,1.3007
FND003,2026-05-28,1.1532
FND009,2026-05-21,1.2242
FND012,2026-02-20,2.2803
FND008,2025-10-20,3.2845
FND013,2025-09-11,1.3991
FND001,2025-08-06,1.2858
FND016,2025-12-19,1.3104
FND005,2025-11-11,1.0485
FND010,2025-09-22,1.9065
FND018,2025-07-15,1.3854
FND010,2026-06-25,2.308
FND018,2026-06-08,1.4371
FND005,2026-05-20,1.0747
FND010,2026-01-08,2.0268
FND018,2026/02/06,1.3274
FND017,2026-05-27,1.3455
FND008,2025-09-25,3.197
FND017,2026-03-31,1.2931
FND016,2025-09-02,1.3725
FND013,2025-09-02,1.3811
FND004,2026-01-16,1.9591
FND020,2026-06-29,1.4974
FND005,2026-05-15,1.0731
FND008,2026-05-05,3.6968
FND015,2026-04-15,0.9435
FND019,2025-08-06,1.2275
FND006,2025-12-24,0.785
FND002,2025-07-07,1.202
FND02,2026-05-20,1.2935
FND002,2025-09-16,1.2144
FND008,2026-06-30,4.4444
FND018,2026-02-10,1.3195
FND016,2026-04-10,1.3157
FND018,09-02-2025,1.3529
FND001,2026-01-21,1.6701
FND001,2026-06-05,1.4492
FND014,2025-12-18,0.8452
FND008,2026-03-20,3.6243
 FND015,2026-01-20,1.0091
FND002,2025-07-21,1.1892
FND015,2026-05-01,0.9438
FND006,2026-03-17,0.7882
FND015,2026-03-27,0.9465
FND013,2025-12-05,1.3272
FND007,2025-12-22,1.0743
FND008,2025-11-17,3.9326
FND001,2025-12-05,1.5141
FND012,2025-10-09,2.4895
FND006,2025-10-06,0.8754
FND008,2025-11-18,3.9271
FND006,2026-01-28,0.8258
FND006,2026-05-27,0.7576
FND016,2026-06-09,1.282
FND016,2026-03-11,1.3315
FND010,2025-10-14,2.0193
FND011,2026-06-01,0.9989
FND019,2026-05-21,1.3358
FND020,2026-01-22,2.099
FND001,2025-10-24,1.4073
FND009,2025-07-23,1.0972
FND013,2026-03-06,1.3513
FND019,2025-09-11,1.2075
FND016,2025-11-14,1.3471
FND001,2026-02-04,1.6339
FND013,2026-02-10,1.3297
FND014,2026-04-23,0.7752
FND007,2025-12-31,1.0659
FND020,2026-02-02,2.0798
FND019,2025-10-08,1.3137
FND020,2025-10-29,1.9247
FND012,2026-04-30,2.1156
FND006,2025-10-03,0.8733
FND018,2026-06-02,1.4375
FND008,2026-03-13,3.3968
FND020,2025-12-09,1.9301
FND014,2026-06-19,0.7529
FND016,2026-02-25,1.3392
FND003,2026-03-09,1.1542
FND013,2026-06-09,1.323
FND015,2026-05-13,0.9424
FND012,2025-08-11,2.5129
FND017,2026-05-15,
FND005,2025-09-15,1.0203
FND011,2026-03-24,0.9834
FND018,2026-04-23,1.4326
FND015,2025-07-09,0.9938
FND017,2026-03-03,1.2952
FND009,08-11-2025,1.1035
FND004,2025-07-01,2.0685
FND004,2026-02-06,2.1515
FND005,2026-04-17,1.0736
FND015,07-25-2025,0.9994
FND013,2025-11-17,null
FND004,2026-03-19,2.4132
FND006,2025-07-18,0.8336
FND011,2025-10-22,1.046
FND019,2026-02-02,1.324
FND009,2026-06-17,1.2299
FND015,2026-05-11,0.9421
FND011,2026-04-22,0.9875
FND013,2026-03-25,1.3749
FND019,2026-03-09,1.3068
FND012,2026-06-11,2.2022
FND008,2025-10-14,3.2972
FND002,2025-10-21,1.2443
FND003,2025-10-24,1.122
FND003,2026-06-11,1.1767
FND004,2026-03-27,2.3206
FND018,2026-01-08,1.3425
FND002,2026-06-16,1.2309
FND014,2026-03-26,0.8116
FND006,2026-06-24,0.808
FND015,2026-01-30,0.997
FND019,09 Apr 2026,1.2892
FND001,2025-12-09,1.461
FND006,2026-03-13,0.797
FND012,2025-10-03,2.4979
FND005,2025-08-06,0.9888
FND006,2026-05-18,0.7494
FND005,2026-05-11,1.0694
FND005,2026-05-25,1.0735
FND005,2026-02-26,1.0494
FND003,2025-09-23,1.1336
FND020,2026-05-11,1.5924
FND004,2025-08-06,2.1252
FND015,2025-10-21,1.0213
FND017,2026-02-20,1.2974
FND011,2025-11-24,1.0328
FND013,2025-11-11,1.3673
FND010,2026-04-14,1.8728
FND001,2025-07-16,1.3287
FND016,2025-07-10,1.4401
FND013,2026-05-05,1.2972
FND015,2025-09-25,1.015
FND011,2025-10-03,1.0322
FND006,2026-06-25,0.8161
FND004,09-30-2025,2.1279
FND017,2025-10-08,1.2337
FND003,20 Oct 2025,1.1312
FND010,2026-04-28,1.9956
FND006,2025-07-30,0.8225
FND014,17 Jun 2026,0.751
FND006,2025-07-02,0.8663
FND019,2026-05-19,1.3662
FND004,2025-12-08,2.1202
FND015,2026-04-08,0.9444
FND006,2025-09-18,0.8524
FND011,2026-02-17,0.9786
FND012,2025-10-30,2.3756
FND019,2026-06-02,1.3101
FND006,2025-07-10,0.8497
FND001,2025-12-18,1.4766
FND008,2025-09-18,3.1206
FND020,2026-05-29,1.4944
FND019,2026-01-15,1.2817
FND015,2025-08-11,1.0087
FND002,2026-06-26,1.1993
FND011,2026-04-08,0.9781
FND003,2026-06-30,1.1825
FND010,2025-10-21,2.0121
FND003,2026-01-08,1.1703
FND018,2025-10-10,1.3807
FND010,2026-03-20,1.9716
FND018,2026-02-26,1.3682
FND009,2026-03-11,1.1716
FND018,2025-10-23,1.3806
FND005,2025-08-14,0.9959
FND019,2026-03-16,1.2775
FND003,2026-03-11,1.1556
FND014,2026-03-09,0.8297
FND011,2026-04-03,0.9775
FND005,2025-08-26,1.0056
FND020,2025-09-25,1.7518
FND004,2026-04-17,2.4142
FND018,2026-05-15,1.4309
FND002,2026-04-16,1.3141
FND001,2025-09-15,1.4959
FND020,06/05/2026,1.6621
FND004,2026-01-12,1.9081
FND001,2026-02-17,1.605
FND016,2026-03-26,1.3575
FND018,2026-05-29,1.4225
FND004,2025-07-17,2.1558
FND010,2025-07-24,1.5827
FND017,2026-01-12,1.2888
FND005,2025-10-24,1.0348
FND010,2025-12-05,RM 2.0045
FND009,29/04/2026,1.214
FND002,2026-04-09,1.3452
FND018,2025-11-18,1.3682
FND009,2025-10-28,1.1275
FND017,2026-01-30,1.28
FND007,2025-10-09,1.061
FND001,2025-08-13,1.3995
FND015,2025-08-07,1.0104
FND015,2026-04-02,0.9448
FND014,2025-11-25,0.9273
FND017,2026-06-18,1.3836
FND018,2026-01-14,1.3518
FND008,2026-01-30,3.7572
FND010,2025-09-04,1.8758
FND018,2025/08/29,1.3624
FND009,2026-06-23,1.2175
fnd006,2025-11-28,0.8399
FND014,2026-05-05,0.8375
FND003,2026-02-24,1.1721
FND006,2026-06-18,0.7855
FND005,2026-02-13,1.0333
FND017,2026-06-05,1.365
FND002,2025-11-24,1.2501
 FND015,2025-09-02,1.0235
FND011,2026-06-16,0.9894
FND005,2025-09-11,1.0117
FND001,2026-04-14,RM 1.6583
FND017,2026-06-17,1.3782
FND014,2026-01-22,0.8067
FND010,2026-02-06,1.8647
FND010,2026-02-13,1.9038
FND012,2025-09-15,2.5533
FND013,2026-04-09,1.3497
FND016,2026-04-27,1.3088
FND014,2026-06-18,0.7544
FND009,2025-08-14,1.1031
FND008,2025-11-07,3.7023
FND010,2026-05-01,1.9509
FND003,2026-06-23,1.1788
FND015,2026-01-29,0.9961
FND005,2026-06-01,1.0744
FND020,2026-03-27,1.8742
FND001,2026-03-19,1.7164
FND013,2025-11-05,1.3725
FND003,2025-10-22,1.122
FND013,2026-04-20,1.3533
FND006,2025-12-05,0.8272
FND008,2025-10-02,3.1911
FND003,2026-03-18,1.1596
FND002,2026-02-12,1.3429
FND013,2025-09-23,1.4204
FND012,2026-06-18,2.109
FND015,2025-09-26,1.0138
FND003,2025-08-05,1.0917
FND004,2025-10-06,2.134
FND005,2025-10-29,1.0439
FND017,2025-09-26,RM 1.2358
FND018,2026-06-15,1.4784
FND018,2025-11-13,1.3426
FND009,2026-01-28,1.168
FND002,2026-03-27,1.3485
FND009,2025-08-01,1.1073
FND019,2025-08-07,1.2064
FND018,2025-10-16,1.3967
FND003,2026-02-23,1.1709
FND007,2025-09-22,1.0725
FND013,2025-11-04,1.3714
FND005,2025-11-03,1.0375
FND020,2025-10-01,1.7811
FND010,2026-06-16,2.2012
FND013,2026-06-23,1.323
FND017,2025-09-09,1.1654
FND005,06-04-2026,N/A
FND004,2026-04-28,2.3591
FND019,2025-11-24,1.2518
FND005,2026-04-29,1.0723
FND017,2025-07-03,1.2085
FND007,09-25-2025,-
FND019,2026-03-31,1.3084
FND010,2025-07-09,1.6282
FND003,2026-04-07,1.1679
FND002,2026-03-18,1.3263
FND010,2025-10-23,2.0589
FND006,2025-11-12,0.8644
FND019,2026-05-18,1.351
FND002,2025-10-08,1.2536
FND017,2025-07-10,1.1939
FND008,2025-09-02,3.1066
FND011,2025-12-31,0.9999
FND020,2026-04-13,1.6607
FND018,2026-01-07,1.3502
FND001,2025-11-18,1.3958
FND006,2025-07-31,0.8299
FND008,2025-08-25,3.0437
FND009,2025-09-08,1.1052
FND016,2026-02-12,1.2913
FND009,2025-09-16,1.0967
FND009,2025-12-17,1.1663
FND016,12-15-2025,1.3287
FND014,2026-04-16,0.7937
FND007,2025-09-15,1.0673
FND014,2025-08-07,0.7366
FND002,29 Jun 2026,1.1811
FND005,2026-04-02,1.0505
FND007,12 Nov 2025,1.0294
FND020,2025-08-01,2.0347
FND010,2025-08-15,1.7391
FND002,2025-09-18,1.2173
FND014,2026-06-03,0.7319
FND003,2025-08-26,1.1005
FND014,2025-10-31,0.9571
FND019,2026-04-16,1.2895
FND016,2025-07-28,1.398
FND019,2026-03-27,1.3042
FND016,2026-06-30,1.3472
FND011,2025-09-29,RM 1.0283
FND008,2026-05-08,3.7931
FND003,2025-07-23,1.0803
FND010,2026-03-02,1.9098
FND013,2025-07-07,1.3344
FND020,2026-04-22,1.5471
FND005,2026-01-02,1.0379
FND016,2026-04-23,1.3082
FND001,2026-05-06,1.5942
FND010,2025-08-05,1.6839
FND008,2025-07-30,3.1403
FND001,2026-01-14,1.6533
FND010,2026-04-09,1.8993
FND009,2025-10-02,1.1101
FND014,2025-08-18,0.7641
FND011,2025-11-25,1.0287
FND020,2026-02-11,2.113
FND009,2025-08-28,1.0984
FND015,2025-07-02,1.0031
FND020,2025-12-03,1.9457
FND019,2026-05-15,1.3326
FND013,2025-12-30,1.395
FND008,2026-06-18,4.3349
FND014,2025-09-01,0.844
FND005,24/09/2025,1.0099
FND006,23/01/2026,RM 0.8124
FND020,2026-03-23,1.961
FND011,2025-12-10,1.0167
FND016,2026-05-27,1.3413
FND012,2025-09-29,2.4664
FND011,2026-03-13,0.9802
FND006,2026-05-26,0.7554
FND012,2026-04-24,2.1579
FND008,2026-05-22,3.8842
FND011,2026-01-09,
FND013,2026-01-05,1.3744
FND011,2026-01-01,1.0017
FND004,2025-07-21,2.2258
FND012,2026-04-03,2.0656
FND001,2025-07-29,1.2765
FND002,2026-03-06,1.3138
FND003,2025-07-17,1.0765
FND007,2026-04-08,1.1038
FND005,2025-08-07,0.9904
FND012,2026-05-28,2.4393
FND007,2025-11-06,1.0396
FND019,2026-06-04,1.304
FND006,2026-06-16,0.7766
FND004,2025-09-29,2.1307
FND001,2025-10-27,1.4045
FND005,2025-09-10,1.0075
